Name,Description,Price1,Price2,Image
Corona,Pack Cerveza Lager,$6.190,$ Precio x Un : $1.032,"https://images.lider.cl/wmtcl?set=imageSize[medium],imageURL[file:/productos/304229a.jpg],options[progressive]&call=url[file:catalog/sizing.chain]&sink=format[jpg],options[progressive]"
Szot,Cerveza Negra Stout,$1.590,$ Precio x L : $4.676,"https://images.lider.cl/wmtcl?set=imageSize[medium],imageURL[file:/productos/289669a.jpg],options[progressive]&call=url[file:catalog/sizing.chain]&sink=format[jpg],options[progressive]"
Del Puerto,Cerveza Lager Porter Stout,$1.190,$ Precio x L : $3.606,"https://images.lider.cl/wmtcl?set=imageSize[medium],imageURL[file:/productos/285541a.jpg],options[progressive]&call=url[file:catalog/sizing.chain]&sink=format[jpg],options[progressive]"
Kunstmann,Cerveza Doppel Bock Botella,$2.850,$ Precio x L : $5.700,"https://images.lider.cl/wmtcl?set=imageSize[medium],imageURL[file:/productos/689964a.jpg],options[progressive]&call=url[file:catalog/sizing.chain]&sink=format[jpg],options[progressive]"
Del Puerto,Cerveza IPA,$1.490,$ Precio x L : $4.515,"https://images.lider.cl/wmtcl?set=imageSize[medium],imageURL[file:/productos/945437a.jpg],options[progressive]&call=url[file:catalog/sizing.chain]&sink=format[jpg],options[progressive]"
Guayacán,Cerveza Golden Ale Botella,$1.590,$ Precio x L : $4.543,"https://images.lider.cl/wmtcl?set=imageSize[medium],imageURL[file:/productos/660777a.jpg],options[progressive]&call=url[file:catalog/sizing.chain]&sink=format[jpg],options[progressive]"
Quimera,Cerveza Blonde Ale,$1.190,$ Precio x L : $3.606,"https://images.lider.cl/wmtcl?set=imageSize[medium],imageURL[file:/productos/860063a.jpg],options[progressive]&call=url[file:catalog/sizing.chain]&sink=format[jpg],options[progressive]"
Miller ,Miller 12pack Lata,$9.790,$ Precio x Un : $816,"https://images.lider.cl/wmtcl?set=imageSize[medium],imageURL[file:/productos/521953a.jpg],options[progressive]&call=url[file:catalog/sizing.chain]&sink=format[jpg],options[progressive]"
Mestra,Cerveza Scotch Ale,$1.190,$ Precio x L : $3.606,"https://images.lider.cl/wmtcl?set=imageSize[medium],imageURL[file:/productos/407531a.jpg],options[progressive]&call=url[file:catalog/sizing.chain]&sink=format[jpg],options[progressive]"
Del Puerto,Cerveza Pale Ale,$1.190,$ Precio x L : $3.606,"https://images.lider.cl/wmtcl?set=imageSize[medium],imageURL[file:/productos/285483a.jpg],options[progressive]&call=url[file:catalog/sizing.chain]&sink=format[jpg],options[progressive]"
Quilmes,Pack Cerveza Lager,$3.950,$ Precio x Un : $658,"https://images.lider.cl/wmtcl?set=imageSize[medium],imageURL[file:/productos/307621a.jpg],options[progressive]&call=url[file:catalog/sizing.chain]&sink=format[jpg],options[progressive]"
Grolsch,Six Pack Cerveza (330 cc c/u),$5.590,$ Precio x Un : $932,"https://images.lider.cl/wmtcl?set=imageSize[medium],imageURL[file:/productos/998666a.jpg],options[progressive]&call=url[file:catalog/sizing.chain]&sink=format[jpg],options[progressive]"
Cristal,Pack Cerveza Lager,$4.050,$ Precio x Un : $675,"https://images.lider.cl/wmtcl?set=imageSize[medium],imageURL[file:/productos/331150a.jpg],options[progressive]&call=url[file:catalog/sizing.chain]&sink=format[jpg],options[progressive]"
Budweiser,Pack Cerveza Lager,$4.690,$ Precio x Un : $782,"https://images.lider.cl/wmtcl?set=imageSize[medium],imageURL[file:/productos/804232a.jpg],options[progressive]&call=url[file:catalog/sizing.chain]&sink=format[jpg],options[progressive]"
Imperial,Cerveza Lager,$1.490,$ Precio x L : $4.515,"https://images.lider.cl/wmtcl?set=imageSize[medium],imageURL[file:/productos/700885a.jpg],options[progressive]&call=url[file:catalog/sizing.chain]&sink=format[jpg],options[progressive]"
Quimera,Cerveza Amber Ale Botella,$1.190,$ Precio x L : $3.606,"https://images.lider.cl/wmtcl?set=imageSize[medium],imageURL[file:/productos/760134a.jpg],options[progressive]&call=url[file:catalog/sizing.chain]&sink=format[jpg],options[progressive]"
Kross,Pack Cerveza Pilsner Lager,$4.990,$ Precio x L : $15.121,"https://images.lider.cl/wmtcl?set=imageSize[medium],imageURL[file:/productos/274774a.jpg],options[progressive]&call=url[file:catalog/sizing.chain]&sink=format[jpg],options[progressive]"
Schofferhofer,Cerveza Rubia Hefeweizen Lata,$1.290,$ Precio x L : $2.580,"https://images.lider.cl/wmtcl?set=imageSize[medium],imageURL[file:/productos/764725a.jpg],options[progressive]&call=url[file:catalog/sizing.chain]&sink=format[jpg],options[progressive]"
Kunstmann,Cerveza Lager Original Anwandter Rezept,$2.590,$ Precio x L : $5.180,"https://images.lider.cl/wmtcl?set=imageSize[medium],imageURL[file:/productos/321987a.jpg],options[progressive]&call=url[file:catalog/sizing.chain]&sink=format[jpg],options[progressive]"
Kalnapilis,Cerveza White Select Lata,$1.190,$ Precio x L : $2.095,"https://images.lider.cl/wmtcl?set=imageSize[medium],imageURL[file:/productos/851956a.jpg],options[progressive]&call=url[file:catalog/sizing.chain]&sink=format[jpg],options[progressive]"
Mestra,Cerveza APA - American Pale Ale,$1.190,$ Precio x L : $3.606,"https://images.lider.cl/wmtcl?set=imageSize[medium],imageURL[file:/productos/998096a.jpg],options[progressive]&call=url[file:catalog/sizing.chain]&sink=format[jpg],options[progressive]"
Del Puerto,Cerveza Strong Ale,$1.590,$ Precio x L : $4.818,"https://images.lider.cl/wmtcl?set=imageSize[medium],imageURL[file:/productos/936503a.jpg],options[progressive]&call=url[file:catalog/sizing.chain]&sink=format[jpg],options[progressive]"
Mahou,Mahou Maestra Dunkel,$1.290,$ Precio x L : $3.909,"https://images.lider.cl/wmtcl?set=imageSize[medium],imageURL[file:/productos/979826a.jpg],options[progressive]&call=url[file:catalog/sizing.chain]&sink=format[jpg],options[progressive]"
Quimera,Cerveza Pale Ale Botella,$1.190,$ Precio x L : $3.606,"https://images.lider.cl/wmtcl?set=imageSize[medium],imageURL[file:/productos/760132a.jpg],options[progressive]&call=url[file:catalog/sizing.chain]&sink=format[jpg],options[progressive]"
Del Puerto,Cerveza Robust Porter,$1.590,$ Precio x L : $4.818,"https://images.lider.cl/wmtcl?set=imageSize[medium],imageURL[file:/productos/936507a.jpg],options[progressive]&call=url[file:catalog/sizing.chain]&sink=format[jpg],options[progressive]"
Szot,Cerveza Rubia al Vapor,$1.590,$ Precio x L : $4.676,"https://images.lider.cl/wmtcl?set=imageSize[medium],imageURL[file:/productos/292797a.jpg],options[progressive]&call=url[file:catalog/sizing.chain]&sink=format[jpg],options[progressive]"
Antillanca,Cerveza Pale Lager 5°,$1.290,$ Precio x L : $3.686,"https://images.lider.cl/wmtcl?set=imageSize[medium],imageURL[file:/productos/905846a.jpg],options[progressive]&call=url[file:catalog/sizing.chain]&sink=format[jpg],options[progressive]"
Mahou,Cerveza Negra Especial Botella,$1.290,$ Precio x L : $3.909,"https://images.lider.cl/wmtcl?set=imageSize[medium],imageURL[file:/productos/738063a.jpg],options[progressive]&call=url[file:catalog/sizing.chain]&sink=format[jpg],options[progressive]"
Stella Artois,Pack Cerveza Premium Lager,$6.190,$ Precio x Un : $1.032,"https://images.lider.cl/wmtcl?set=imageSize[medium],imageURL[file:/productos/949569a.jpg],options[progressive]&call=url[file:catalog/sizing.chain]&sink=format[jpg],options[progressive]"
Mestra,Pack Cerveza Stout,$3.790,$ Precio x L : $2.871,"https://images.lider.cl/wmtcl?set=imageSize[medium],imageURL[file:/productos/407537a.jpg],options[progressive]&call=url[file:catalog/sizing.chain]&sink=format[jpg],options[progressive]"
Mestra,Pack Cerveza Blonde Ale,$3.790,$ Precio x Un : $948,"https://images.lider.cl/wmtcl?set=imageSize[medium],imageURL[file:/productos/285805a.jpg],options[progressive]&call=url[file:catalog/sizing.chain]&sink=format[jpg],options[progressive]"
Mestra,Pack Cerveza Amber Ale,$3.790,$ Precio x Un : $948,"https://images.lider.cl/wmtcl?set=imageSize[medium],imageURL[file:/productos/285829a.jpg],options[progressive]&call=url[file:catalog/sizing.chain]&sink=format[jpg],options[progressive]"
Del Puerto,Cerveza Dunkel Weizen,$1.590,$ Precio x L : $4.818,"https://images.lider.cl/wmtcl?set=imageSize[medium],imageURL[file:/productos/936509a.jpg],options[progressive]&call=url[file:catalog/sizing.chain]&sink=format[jpg],options[progressive]"
Del Puerto,Cerveza Scottish Amber Ale,$1.590,$ Precio x L : $4.818,"https://images.lider.cl/wmtcl?set=imageSize[medium],imageURL[file:/productos/936505a.jpg],options[progressive]&call=url[file:catalog/sizing.chain]&sink=format[jpg],options[progressive]"
Kalnapilis,Cerveza Original Lata,$1.190,$ Precio x L : $2.095,"https://images.lider.cl/wmtcl?set=imageSize[medium],imageURL[file:/productos/851950a.jpg],options[progressive]&call=url[file:catalog/sizing.chain]&sink=format[jpg],options[progressive]"
Kalnapilis,Cerveza Pilsener Lata,$1.190,$ Precio x L : $2.095,"https://images.lider.cl/wmtcl?set=imageSize[medium],imageURL[file:/productos/851952a.jpg],options[progressive]&call=url[file:catalog/sizing.chain]&sink=format[jpg],options[progressive]"
Kalnapilis,Cerveza 7.30 Lata,$1.190,$ Precio x L : $2.380,"https://images.lider.cl/wmtcl?set=imageSize[medium],imageURL[file:/productos/851944a.jpg],options[progressive]&call=url[file:catalog/sizing.chain]&sink=format[jpg],options[progressive]"
Heineken,Cerveza Cero Lata,$890,$ Precio x L : $2.543,"https://images.lider.cl/wmtcl?set=imageSize[medium],imageURL[file:/productos/1026957a.jpg],options[progressive]&call=url[file:catalog/sizing.chain]&sink=format[jpg],options[progressive]"
Royal Guard,Cerveza Lager Lata,$890,$ Precio x L : $2.543,"https://images.lider.cl/wmtcl?set=imageSize[medium],imageURL[file:/productos/451970a.jpg],options[progressive]&call=url[file:catalog/sizing.chain]&sink=format[jpg],options[progressive]"
Heineken,Cerveza Botella,$990,$ Precio x L : $3.000,"https://images.lider.cl/wmtcl?set=imageSize[medium],imageURL[file:/productos/8029a.jpg],options[progressive]&call=url[file:catalog/sizing.chain]&sink=format[jpg],options[progressive]"
Leffe,Botella Cerveza Blonde Blond,$1.090,$ Precio x L : $3.303,"https://images.lider.cl/wmtcl?set=imageSize[medium],imageURL[file:/productos/658867a.jpg],options[progressive]&call=url[file:catalog/sizing.chain]&sink=format[jpg],options[progressive]"
Alhambra,Cerveza Premium Lager Botella,$1.190,$ Precio x L : $3.606,"https://images.lider.cl/wmtcl?set=imageSize[medium],imageURL[file:/productos/752240a.jpg],options[progressive]&call=url[file:catalog/sizing.chain]&sink=format[jpg],options[progressive]"
Quimera,"Cerveza Ipa 5,5° Botella",$1.190,$ Precio x L : $3.606,"https://images.lider.cl/wmtcl?set=imageSize[medium],imageURL[file:/productos/1017791a.jpg],options[progressive]&call=url[file:catalog/sizing.chain]&sink=format[jpg],options[progressive]"
Kalnapilis,Cerveza Royal Select Lata,$1.190,$ Precio x L : $2.095,"https://images.lider.cl/wmtcl?set=imageSize[medium],imageURL[file:/productos/851954a.jpg],options[progressive]&call=url[file:catalog/sizing.chain]&sink=format[jpg],options[progressive]"
Kalnapilis,Cerveza Grand Select Lata,$1.190,$ Precio x L : $2.095,"https://images.lider.cl/wmtcl?set=imageSize[medium],imageURL[file:/productos/851948a.jpg],options[progressive]&call=url[file:catalog/sizing.chain]&sink=format[jpg],options[progressive]"
Van Pur,Cerveza Botella,$1.190,$ Precio x L : $2.380,"https://images.lider.cl/wmtcl?set=imageSize[medium],imageURL[file:/productos/771568a.jpg],options[progressive]&call=url[file:catalog/sizing.chain]&sink=format[jpg],options[progressive]"
Van Pur,Cerveza sin Alcohol Botella,$1.190,$ Precio x L : $2.380,"https://images.lider.cl/wmtcl?set=imageSize[medium],imageURL[file:/productos/823576a.jpg],options[progressive]&call=url[file:catalog/sizing.chain]&sink=format[jpg],options[progressive]"
Volcanes del Sur,Cerveza Artesanal Lager sin Filtrar,$1.450,$ Precio x Kg : $4.143,"https://images.lider.cl/wmtcl?set=imageSize[medium],imageURL[file:/productos/1024544a.jpg],options[progressive]&call=url[file:catalog/sizing.chain]&sink=format[jpg],options[progressive]"
Volcanes del Sur,Cerveza Artesanal Doble Malta,$1.450,$ Precio x Kg : $4.143,"https://images.lider.cl/wmtcl?set=imageSize[medium],imageURL[file:/productos/1024546a.jpg],options[progressive]&call=url[file:catalog/sizing.chain]&sink=format[jpg],options[progressive]"
Volcanes del Sur,Cerveza Artesanal Hoppy Ipa,$1.450,$ Precio x Kg : $4.143,"https://images.lider.cl/wmtcl?set=imageSize[medium],imageURL[file:/productos/1024542a.jpg],options[progressive]&call=url[file:catalog/sizing.chain]&sink=format[jpg],options[progressive]"
Mestra,Cerveza Premium Amber Ale Botella,$1.490,$ Precio x L : $4.515,"https://images.lider.cl/wmtcl?set=imageSize[medium],imageURL[file:/productos/330886a.jpg],options[progressive]&call=url[file:catalog/sizing.chain]&sink=format[jpg],options[progressive]"
Mestra,Cerveza Blonde Ale,$1.490,$ Precio x L : $4.515,"https://images.lider.cl/wmtcl?set=imageSize[medium],imageURL[file:/productos/269582a.jpg],options[progressive]&call=url[file:catalog/sizing.chain]&sink=format[jpg],options[progressive]"
Mahou,Botella Sin Gluten Cinco Estrellas,$1.490,$ Precio x L : $4.515,"https://images.lider.cl/wmtcl?set=imageSize[medium],imageURL[file:/productos/879793a.jpg],options[progressive]&call=url[file:catalog/sizing.chain]&sink=format[jpg],options[progressive]"
Mestra,Cerveza Amber Ale,$1.490,$ Precio x L : $4.515,"https://images.lider.cl/wmtcl?set=imageSize[medium],imageURL[file:/productos/269566a.jpg],options[progressive]&call=url[file:catalog/sizing.chain]&sink=format[jpg],options[progressive]"
Estrella Damm,Cerveza Ak Damm,$1.550,$ Precio x L : $4.697,"https://images.lider.cl/wmtcl?set=imageSize[medium],imageURL[file:/productos/877416a.jpg],options[progressive]&call=url[file:catalog/sizing.chain]&sink=format[jpg],options[progressive]"
Kwak,Cerveza Artesanal Pauwel Ale,$2.190,$ Precio x L : $6.636,"https://images.lider.cl/wmtcl?set=imageSize[medium],imageURL[file:/productos/336354a.jpg],options[progressive]&call=url[file:catalog/sizing.chain]&sink=format[jpg],options[progressive]"
Equate,Pack Cerveza Roja (6 Latas 354cc c/u),$2.950,$ Precio x Un : $492,"https://images.lider.cl/wmtcl?set=imageSize[medium],imageURL[file:/productos/1046952a.jpg],options[progressive]&call=url[file:catalog/sizing.chain]&sink=format[jpg],options[progressive]"
Beck's,Pack Cervezas Lager Alemana (6 Botellas de 330 ml c/u),$3.590,$ Precio x Un : $598,"https://images.lider.cl/wmtcl?set=imageSize[medium],imageURL[file:/productos/302005a.jpg],options[progressive]&call=url[file:catalog/sizing.chain]&sink=format[jpg],options[progressive]"
Bud Light,Pack Cervezas (6 Botellas 355cc c/u),$3.690,$ Precio x Un : $615,"https://images.lider.cl/wmtcl?set=imageSize[medium],imageURL[file:/productos/1061163a.jpg],options[progressive]&call=url[file:catalog/sizing.chain]&sink=format[jpg],options[progressive]"
Stella Artois,Cerveza Stella sin Gluten,$3.790,$ Precio x Un : $632,"https://images.lider.cl/wmtcl?set=imageSize[medium],imageURL[file:/productos/1046958a.jpg],options[progressive]&call=url[file:catalog/sizing.chain]&sink=format[jpg],options[progressive]"
Maracuya Stones,Pack Cervezas Maracuyá (6 Latas de 350 cc c/u),$4.190,$ Precio x Un : $698,"https://images.lider.cl/wmtcl?set=imageSize[medium],imageURL[file:/productos/858986a.jpg],options[progressive]&call=url[file:catalog/sizing.chain]&sink=format[jpg],options[progressive]"
Leffe,Pack Cerveza Blonde,$4.390,$ Precio x L : $13.303,"https://images.lider.cl/wmtcl?set=imageSize[medium],imageURL[file:/productos/1032480a.jpg],options[progressive]&call=url[file:catalog/sizing.chain]&sink=format[jpg],options[progressive]"
Cusqueña,Pack Cerveza Lata 354 cc c/u,$5.490,$ Precio x Un : $458,"https://images.lider.cl/wmtcl?set=imageSize[medium],imageURL[file:/productos/1044326a.jpg],options[progressive]&call=url[file:catalog/sizing.chain]&sink=format[jpg],options[progressive]"
Becker,Pack Cerveza Premium Genuine Lager,$5.590,$ Precio x Un : $311,"https://images.lider.cl/wmtcl?set=imageSize[medium],imageURL[file:/productos/409526a.jpg],options[progressive]&call=url[file:catalog/sizing.chain]&sink=format[jpg],options[progressive]"
Michelob Ultra,Pack Cervezas (12 Latas 355cc c/u),$6.190,$ Precio x Un : $516,"https://images.lider.cl/wmtcl?set=imageSize[medium],imageURL[file:/productos/1046956a.jpg],options[progressive]&call=url[file:catalog/sizing.chain]&sink=format[jpg],options[progressive]"
Corona,Pack Cervezas (10 Latas de 355cc c/u),$6.390,$ Precio x Un : $639,"https://images.lider.cl/wmtcl?set=imageSize[medium],imageURL[file:/productos/1038165a.jpg],options[progressive]&call=url[file:catalog/sizing.chain]&sink=format[jpg],options[progressive]"
Stella Artois,Pack Cerveza Premium Lager (12 Botellas 330 cc c/u),$6.990,$ Precio x Un : $583,"https://images.lider.cl/wmtcl?set=imageSize[medium],imageURL[file:/productos/970366a.jpg],options[progressive]&call=url[file:catalog/sizing.chain]&sink=format[jpg],options[progressive]"
Sol,Pack Cervezas,$10.890,$ Precio x Un : $908,"https://images.lider.cl/wmtcl?set=imageSize[medium],imageURL[file:/productos/765223a.jpg],options[progressive]&call=url[file:catalog/sizing.chain]&sink=format[jpg],options[progressive]"
Heineken,Pack Cervezas (24 Latas de 350 cc c/u),$11.390,$ Precio x Un : $475,"https://images.lider.cl/wmtcl?set=imageSize[medium],imageURL[file:/productos/1018727a.jpg],options[progressive]&call=url[file:catalog/sizing.chain]&sink=format[jpg],options[progressive]"
Corona,Pack Cervezas Extra,$11.590,$ Precio x Un : $644,"https://images.lider.cl/wmtcl?set=imageSize[medium],imageURL[file:/productos/772927a.jpg],options[progressive]&call=url[file:catalog/sizing.chain]&sink=format[jpg],options[progressive]"
